timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
768000,0,32767,32767,32767,32767,32767
772000,0,32767,32767,32767,32767,32767
776000,0,32767,32767,32767,32767,32767
780000,0,32767,32767,32767,32767,32767
784000,0,32767,32767,32767,32767,32767
788000,0,32767,32767,40,0,32767
792000,0,32767,32767,32767,32767,32767
796000,0,32767,32767,32767,32767,32767
800000,0,32767,32767,32767,32767,32767
804000,0,32767,32767,32767,40,32767
808000,0,32767,32767,32767,32767,32767
812000,0,32767,32767,32767,32767,32767
816000,0,32767,32767,32767,32767,32767
820000,0,32767,32767,32767,32767,32767
824000,0,32767,32767,32767,40,32767
828000,0,32767,32767,32767,32767,32767
832000,0,32767,32767,32767,32767,32767
836000,0,32767,32767,32767,32767,32767
840000,0,32767,32767,32767,32767,32767
844000,0,32767,32767,0,32767,32767
848000,0,32767,32767,32767,0,32767
852000,0,32767,32767,32767,32767,32767
856000,0,32767,32767,32767,32767,32767
860000,0,32767,32767,32767,32767,32767
864000,0,32767,32767,32767,32767,32767
868000,0,32767,32767,32767,0,32767
872000,0,32767,32767,32767,32767,32767
876000,0,32767,32767,32767,32767,32767
880000,0,32767,32767,32767,32767,32767
884000,0,32767,32767,32767,40,32767
888000,0,32767,32767,32767,32767,32767
892000,0,32767,32767,32767,32767,32767
896000,0,32767,32767,0,32767,32767
900000,0,32767,32767,32767,32767,32767
904000,0,32767,32767,32767,32767,32767
908000,0,32767,32767,32767,0,32767
912000,0,32767,32767,32767,32767,32767
916000,0,32767,32767,32767,32767,32767
920000,0,32767,32767,32767,32767,32767
924000,0,32767,32767,32767,40,32767
928000,0,32767,32767,32767,32767,32767
932000,0,32767,32767,32767,32767,32767
936000,0,32767,32767,32767,32767,32767
940000,0,32767,32767,32767,32767,32767
944000,0,32767,32767,40,40,32767
948000,0,32767,32767,32767,32767,32767
952000,0,32767,32767,32767,32767,32767
956000,0,32767,32767,32767,32767,32767
960000,0,32767,32767,32767,32767,32767
964000,0,32767,32767,32767,32767,32767
968000,0,32767,32767,32767,0,32767
972000,0,32767,32767,32767,32767,32767
976000,0,32767,32767,32767,32767,32767
980000,0,32767,32767,32767,32767,32767
984000,0,32767,32767,32767,32767,32767
988000,0,32767,32767,32767,0,32767
992000,0,32767,32767,32767,32767,32767
996000,0,32767,32767,32767,32767,32767
1000000,0,32767,32767,0,32767,32767
1004000,0,32767,32767,32767,32767,32767
1008000,0,32767,32767,32767,0,32767
1012000,0,32767,32767,32767,32767,32767
1016000,0,32767,32767,32767,32767,32767
1020000,0,32767,32767,32767,32767,32767
1024000,0,32767,32767,32767,40,32767
1028000,0,32767,32767,32767,32767,32767
1032000,0,32767,32767,32767,32767,32767
1036000,0,32767,32767,32767,32767,32767
1040000,0,32767,32767,32767,32767,32767
1044000,0,32767,32767,32767,40,32767
1048000,0,32767,32767,40,32767,32767
1052000,0,32767,32767,32767,32767,32767
1056000,0,32767,32767,32767,32767,32767
1060000,0,32767,32767,32767,32767,32767
1064000,32767,32767,32767,32767,32767,32767
1068000,0,32767,32767,32767,0,32767
1072000,0,32767,32767,32767,32767,32767
1076000,0,32767,32767,32767,32767,32767
1080000,0,32767,32767,32767,32767,32767
1084000,0,32767,32767,32767,32767,32767
1088000,40,32767,32767,32767,0,32767
1092000,32767,32767,32767,32767,32767,32767
1096000,0,32767,32767,32767,32767,32767
1100000,0,32767,32767,32767,32767,32767
1104000,0,32767,32767,0,32767,32767
1108000,0,32767,32767,32767,0,32767
1112000,0,32767,32767,32767,32767,32767
1116000,0,32767,32767,32767,32767,32767
1120000,0,32767,32767,32767,32767,32767
1124000,0,32767,32767,32767,32767,32767
1128000,0,32767,32767,32767,0,32767
1132000,40,32767,32767,32767,32767,32767
1136000,32767,32767,32767,32767,32767,32767
1140000,0,32767,32767,32767,32767,32767
1144000,0,32767,32767,32767,40,32767
1148000,0,32767,32767,32767,32767,32767
1152000,40,32767,32767,40,32767,32767
1156000,32767,32767,32767,32767,32767,32767
1160000,0,32767,32767,32767,32767,32767
1164000,0,32767,32767,32767,40,32767
1168000,40,32767,32767,32767,32767,32767
1172000,32767,32767,32767,32767,32767,32767
1176000,0,32767,32767,32767,32767,32767
1180000,0,32767,32767,32767,32767,32767
1184000,0,32767,32767,32767,32767,32767
1188000,0,32767,32767,32767,0,32767
1192000,0,32767,32767,32767,32767,32767
1196000,0,32767,32767,32767,32767,32767
1200000,0,32767,32767,32767,32767,32767
1204000,0,32767,32767,40,40,32767
1208000,0,32767,32767,32767,32767,32767
1212000,0,32767,32767,32767,32767,32767
1216000,0,32767,32767,32767,32767,32767
1220000,0,32767,32767,32767,32767,32767
1224000,0,32767,32767,32767,32767,32767
1228000,0,32767,32767,32767,0,32767
1232000,0,32767,32767,32767,32767,32767
1236000,0,32767,32767,32767,32767,32767
1240000,0,32767,32767,32767,32767,32767
1244000,0,32767,32767,32767,32767,32767
1248000,32767,32767,32767,32767,0,32767
1252000,0,32767,32767,32767,32767,32767
1256000,0,32767,32767,40,32767,32767
1260000,0,32767,32767,32767,32767,32767
1264000,0,32767,32767,32767,32767,32767
1268000,0,32767,32767,32767,0,32767
1272000,0,32767,32767,32767,32767,32767
1276000,0,32767,32767,32767,32767,32767
1280000,0,32767,32767,32767,32767,32767
1284000,0,32767,32767,32767,40,32767
1288000,0,32767,32767,32767,32767,32767
1292000,0,32767,32767,32767,32767,32767
1296000,0,32767,32767,32767,32767,32767
1300000,0,32767,32767,32767,32767,32767
1304000,0,32767,32767,32767,40,32767
1308000,0,32767,32767,32767,32767,32767
1312000,0,32767,32767,0,32767,32767
1316000,0,32767,32767,32767,32767,32767
1320000,0,32767,32767,32767,32767,32767
1324000,0,32767,32767,32767,32767,32767
1328000,0,32767,32767,32767,0,32767
1332000,0,32767,32767,32767,32767,32767
1336000,0,32767,32767,32767,32767,32767
1340000,0,32767,32767,32767,32767,32767
1344000,0,32767,32767,32767,32767,32767
1348000,0,32767,32767,32767,0,32767
1352000,32767,32767,32767,32767,32767,32767
1356000,0,32767,32767,32767,32767,32767
1360000,0,32767,32767,32767,32767,32767
1364000,0,32767,32767,0,40,32767
1368000,0,32767,32767,32767,32767,32767
1372000,0,32767,32767,32767,32767,32767
1376000,0,32767,32767,32767,32767,32767
1380000,0,32767,32767,32767,32767,32767
1384000,0,32767,32767,32767,32767,32767
1388000,0,32767,32767,32767,0,32767
1392000,32767,32767,32767,32767,32767,32767
1396000,0,32767,32767,32767,32767,32767
1400000,32767,32767,32767,32767,32767,32767
1404000,0,32767,32767,32767,32767,32767
1408000,0,32767,32767,32767,0,32767
1412000,0,32767,32767,32767,32767,32767
1416000,0,32767,32767,0,32767,32767
1420000,32767,32767,32767,32767,32767,32767
1424000,0,32767,32767,32767,40,32767
1428000,0,32767,32767,32767,32767,32767
1432000,0,32767,32767,32767,32767,32767
1436000,0,32767,32767,32767,32767,32767
1440000,0,32767,32767,32767,32767,32767
1444000,0,32767,32767,32767,40,32767
1448000,0,32767,32767,32767,32767,32767
1452000,40,32767,32767,32767,32767,32767
1456000,32767,32767,32767,32767,32767,32767
1460000,0,32767,32767,32767,32767,32767
1464000,0,32767,32767,32767,32767,32767
1468000,0,32767,32767,0,0,32767
1472000,0,32767,32767,32767,32767,32767
1476000,0,32767,32767,32767,32767,32767
1480000,0,32767,32767,32767,32767,32767
1484000,0,32767,32767,32767,32767,32767
1488000,0,32767,32767,32767,0,32767
1492000,0,32767,32767,32767,32767,32767
1496000,0,32767,32767,32767,32767,32767
1500000,0,32767,32767,32767,32767,32767
1504000,0,32767,32767,32767,32767,32767
1508000,32767,32767,32767,32767,0,32767
1512000,0,32767,32767,32767,32767,32767
1516000,0,32767,32767,40,32767,32767
1520000,0,32767,32767,32767,32767,32767
1524000,0,32767,32767,32767,32767,32767
1528000,32767,32767,32767,32767,0,32767
1532000,0,32767,32767,32767,32767,32767
1536000,0,32767,32767,32767,32767,32767
1540000,0,32767,32767,32767,32767,32767
1544000,0,32767,32767,32767,40,32767
1548000,0,32767,32767,32767,32767,32767
1552000,0,32767,32767,32767,32767,32767
1556000,0,32767,32767,32767,32767,32767
1560000,0,32767,32767,32767,32767,32767
1564000,0,32767,32767,32767,32767,32767
1568000,0,32767,32767,32767,0,32767
1572000,0,32767,32767,0,32767,32767
1576000,0,32767,32767,32767,32767,32767
1580000,0,32767,32767,32767,32767,32767
1584000,0,32767,32767,32767,32767,32767
1588000,0,32767,32767,32767,0,32767
1592000,0,32767,32767,32767,32767,32767
1596000,0,32767,32767,32767,32767,32767
1600000,0,32767,32767,32767,32767,32767
1604000,0,32767,32767,32767,32767,32767
1608000,32767,32767,32767,32767,0,32767
1612000,0,32767,32767,32767,32767,32767
1616000,0,32767,32767,32767,32767,32767
1620000,0,32767,32767,32767,32767,32767
1624000,0,32767,32767,0,32767,32767
1628000,0,32767,32767,32767,0,32767
1632000,0,32767,32767,32767,32767,32767
1636000,0,32767,32767,32767,32767,32767
1640000,0,32767,32767,32767,32767,32767
1644000,0,32767,32767,32767,32767,32767
1648000,0,32767,32767,32767,0,32767
1652000,0,32767,32767,32767,32767,32767
1656000,0,32767,32767,32767,32767,32767
1660000,0,32767,32767,32767,32767,32767
1664000,0,32767,32767,32767,40,32767
1668000,0,32767,32767,32767,32767,32767
1672000,0,32767,32767,40,32767,32767
1676000,0,32767,32767,32767,32767,32767
1680000,0,32767,32767,32767,32767,32767
1684000,0,32767,32767,32767,32767,32767
1688000,0,32767,32767,32767,0,32767
1692000,0,32767,32767,32767,32767,32767
1696000,0,32767,32767,32767,32767,32767
1700000,32767,32767,32767,32767,32767,32767
1704000,0,32767,32767,32767,32767,32767
1708000,0,32767,32767,32767,0,32767
1712000,0,32767,32767,32767,32767,32767
1716000,0,32767,32767,32767,32767,32767
1720000,0,32767,32767,32767,32767,32767
1724000,0,32767,32767,32767,32767,32767
1728000,0,32767,32767,0,0,32767
1732000,0,32767,32767,32767,32767,32767
1736000,0,32767,32767,32767,32767,32767
1740000,0,32767,32767,32767,32767,32767
1744000,0,32767,32767,32767,32767,32767
1748000,32767,32767,32767,32767,0,32767
1752000,0,32767,32767,32767,32767,32767
1756000,0,32767,32767,32767,32767,32767
1760000,0,32767,32767,32767,32767,32767
1764000,0,32767,32767,32767,32767,32767
1768000,0,32767,32767,32767,0,32767
1772000,0,32767,32767,32767,32767,32767
1776000,0,32767,32767,32767,32767,32767
1780000,0,32767,32767,0,32767,32767
1784000,0,32767,32767,32767,32767,32767
1788000,32767,32767,32767,32767,0,32767
1792000,0,32767,32767,32767,32767,32767
1796000,0,32767,32767,32767,32767,32767
1800000,0,32767,32767,32767,32767,32767
1804000,0,32767,32767,32767,40,32767
1808000,0,32767,32767,32767,32767,32767
1812000,32767,32767,32767,32767,32767,32767
1816000,0,32767,32767,32767,32767,32767
1820000,0,32767,32767,32767,32767,32767
1824000,0,32767,32767,32767,32767,32767
1828000,0,32767,32767,32767,0,32767
1832000,32767,32767,32767,0,32767,32767
1836000,0,32767,32767,32767,32767,32767
1840000,0,32767,32767,32767,32767,32767
1844000,0,32767,32767,32767,32767,32767
1848000,32767,32767,32767,32767,0,32767
1852000,0,32767,32767,32767,32767,32767
1856000,0,32767,32767,32767,32767,32767
1860000,0,32767,32767,32767,32767,32767
1864000,32767,32767,32767,32767,32767,32767
1868000,0,32767,32767,32767,0,32767
1872000,0,32767,32767,32767,32767,32767
1876000,0,32767,32767,32767,32767,32767
1880000,40,32767,32767,40,32767,32767
1884000,32767,32767,32767,32767,32767,32767
1888000,32767,32767,32767,32767,0,32767
1892000,0,32767,32767,32767,32767,32767
1896000,0,32767,32767,32767,32767,32767
1900000,32767,32767,32767,32767,32767,32767
1904000,0,32767,32767,32767,40,32767
1908000,0,32767,32767,32767,32767,32767
1912000,40,32767,32767,32767,32767,32767
1916000,32767,32767,32767,32767,32767,32767
1920000,0,32767,32767,32767,32767,32767
1924000,0,32767,32767,32767,40,32767
1928000,0,32767,32767,32767,32767,32767
1932000,0,32767,32767,32767,32767,32767
1936000,0,32767,32767,0,32767,32767
1940000,0,32767,32767,32767,32767,32767
1944000,0,32767,32767,32767,32767,32767
1948000,0,32767,32767,32767,0,32767
1952000,32767,32767,32767,32767,32767,32767
1956000,0,32767,32767,32767,32767,32767
1960000,0,32767,32767,32767,32767,32767
1964000,0,32767,32767,32767,32767,32767
1968000,32767,32767,32767,32767,0,32767
1972000,0,32767,32767,32767,32767,32767
1976000,0,32767,32767,32767,32767,32767
1980000,32767,32767,32767,32767,32767,32767
1984000,0,32767,32767,32767,32767,32767
1988000,32767,32767,32767,0,0,32767
1992000,0,32767,32767,32767,32767,32767
1996000,0,32767,32767,32767,32767,32767
2000000,0,32767,32767,32767,32767,32767
2004000,0,32767,32767,32767,40,32767
2008000,0,32767,32767,32767,32767,32767
2012000,32767,32767,32767,32767,32767,32767
2016000,0,32767,32767,32767,32767,32767
2020000,32767,32767,32767,32767,32767,32767
2024000,-40,32767,32767,32767,40,32767
2028000,0,32767,32767,32767,32767,32767
2032000,32767,32767,32767,32767,32767,32767
2036000,0,32767,32767,32767,32767,32767
2040000,0,32767,32767,0,32767,32767
2044000,0,32767,32767,32767,32767,32767
2048000,32767,32767,32767,32767,0,32767
2052000,0,32767,32767,32767,32767,32767
2056000,0,32767,32767,32767,32767,32767
2060000,0,32767,32767,32767,32767,32767
2064000,0,32767,32767,32767,32767,32767
2068000,0,32767,32767,32767,0,32767
2072000,32767,32767,32767,32767,32767,32767
2076000,0,32767,32767,32767,32767,32767
2080000,0,32767,32767,32767,32767,32767
2084000,0,32767,32767,32767,32767,32767
2088000,32767,32767,32767,32767,0,32767
2092000,0,32767,32767,0,32767,32767
2096000,0,32767,32767,32767,32767,32767
2100000,32767,32767,32767,32767,32767,32767
2104000,0,32767,32767,32767,32767,32767
2108000,0,32767,32767,32767,0,32767
2112000,32767,32767,32767,32767,32767,32767
2116000,0,32767,32767,32767,32767,32767
2120000,0,32767,32767,32767,32767,32767
2124000,0,32767,32767,32767,32767,32767
2128000,32767,32767,32767,32767,0,32767
2132000,-40,32767,32767,32767,32767,32767
2136000,0,32767,32767,32767,32767,32767
2140000,0,32767,32767,40,32767,32767
2144000,0,32767,32767,32767,32767,32767
2148000,0,32767,32767,32767,0,32767
2152000,0,32767,32767,32767,32767,32767
2156000,32767,32767,32767,32767,32767,32767
2160000,0,32767,32767,32767,32767,32767
2164000,0,32767,32767,32767,40,32767
2168000,0,32767,32767,32767,32767,32767
2172000,0,32767,32767,32767,32767,32767
2176000,0,32767,32767,32767,32767,32767
2180000,32767,32767,32767,32767,32767,32767
2184000,0,32767,32767,32767,32767,32767
2188000,0,32767,32767,32767,0,32767
2192000,0,32767,32767,32767,32767,32767
2196000,0,32767,32767,0,32767,32767
2200000,40,32767,32767,32767,32767,32767
2204000,40,32767,32767,32767,40,32767
2208000,32767,32767,32767,32767,32767,32767
2212000,32767,32767,32767,32767,32767,32767
2216000,0,32767,32767,32767,32767,32767
2220000,32767,32767,32767,32767,32767,32767
2224000,0,32767,32767,32767,32767,32767
2228000,0,32767,32767,32767,0,32767
2232000,0,32767,32767,32767,32767,32767
2236000,0,32767,32767,32767,32767,32767
2240000,0,32767,32767,32767,32767,32767
2244000,0,32767,32767,32767,40,32767
2248000,0,32767,32767,0,32767,32767
2252000,40,32767,32767,32767,32767,32767
2256000,32767,32767,32767,32767,32767,32767
2260000,0,32767,32767,32767,32767,32767
2264000,0,32767,32767,32767,32767,32767
2268000,32767,32767,32767,32767,0,32767
2272000,-40,32767,32767,32767,32767,32767
2276000,0,32767,32767,32767,32767,32767
2280000,0,32767,32767,32767,32767,32767
2284000,0,32767,32767,32767,32767,32767
2288000,32767,32767,32767,32767,0,32767
2292000,0,32767,32767,32767,32767,32767
2296000,32767,32767,32767,32767,32767,32767
2300000,-40,32767,32767,0,32767,32767
2304000,0,32767,32767,32767,32767,32767
2308000,0,32767,32767,32767,0,32767
2312000,0,32767,32767,32767,32767,32767
2316000,0,32767,32767,32767,32767,32767
2320000,0,32767,32767,32767,32767,32767
2324000,0,32767,32767,32767,32767,32767
2328000,0,32767,32767,32767,0,32767
2332000,0,32767,32767,32767,32767,32767
2336000,0,32767,32767,32767,32767,32767
2340000,0,32767,32767,32767,32767,32767
2344000,32767,32767,32767,32767,32767,32767
2348000,0,32767,32767,32767,0,32767
2352000,0,32767,32767,0,32767,32767
2356000,0,32767,32767,32767,32767,32767
2360000,0,32767,32767,32767,32767,32767
2364000,0,32767,32767,32767,32767,32767
2368000,40,32767,32767,32767,0,32767
2372000,32767,32767,32767,32767,32767,32767
2376000,0,32767,32767,32767,32767,32767
2380000,40,32767,32767,32767,32767,32767
2384000,32767,32767,32767,32767,40,32767
2388000,0,32767,32767,32767,32767,32767
2392000,0,32767,32767,32767,32767,32767
2396000,0,32767,32767,32767,32767,32767
2400000,0,32767,32767,32767,32767,32767
2404000,0,32767,32767,0,32767,32767
2408000,0,32767,32767,32767,0,32767
2412000,0,32767,32767,32767,32767,32767
2416000,0,32767,32767,32767,32767,32767
2420000,0,32767,32767,32767,32767,32767
2424000,0,32767,32767,32767,32767,32767
2428000,32767,32767,32767,32767,0,32767
2432000,0,32767,32767,32767,32767,32767
2436000,32767,32767,32767,32767,32767,32767
2440000,0,32767,32767,32767,32767,32767
2444000,0,32767,32767,32767,32767,32767
2448000,0,32767,32767,32767,0,32767
2452000,0,32767,32767,40,32767,32767
2456000,0,32767,32767,32767,32767,32767
2460000,0,32767,32767,32767,32767,32767
2464000,0,32767,32767,32767,32767,32767
2468000,40,32767,32767,32767,0,32767
2472000,32767,32767,32767,32767,32767,32767
2476000,0,32767,32767,32767,32767,32767
2480000,0,32767,32767,32767,32767,32767
2484000,0,32767,32767,32767,32767,32767
2488000,0,32767,32767,32767,0,32767
2492000,0,32767,32767,32767,32767,32767
2496000,32767,32767,32767,32767,32767,32767
2500000,0,32767,32767,32767,32767,32767
2504000,0,32767,32767,32767,32767,32767
2508000,0,32767,32767,0,0,32767
2512000,0,32767,32767,32767,32767,32767
2516000,0,32767,32767,32767,32767,32767
2520000,0,32767,32767,32767,32767,32767
2524000,0,32767,32767,32767,40,32767
2528000,0,32767,32767,32767,32767,32767
2532000,0,32767,32767,32767,32767,32767
2536000,0,32767,32767,32767,32767,32767
2540000,0,32767,32767,32767,32767,32767
2544000,0,32767,32767,32767,32767,32767
2548000,0,32767,32767,32767,0,32767
2552000,0,32767,32767,32767,32767,32767
2556000,0,32767,32767,32767,32767,32767
2560000,0,32767,32767,0,80,32767
2564000,40,32767,32767,32767,32767,32767
2568000,80,32767,32767,32767,32767,32767
2572000,32767,32767,32767,32767,32767,32767
2576000,40,32767,32767,32767,32767,32767
2580000,40,32767,32767,32767,32767,32767
2584000,40,32767,32767,32767,40,32767
2588000,40,32767,32767,32767,32767,32767
2592000,40,32767,32767,32767,32767,32767
2596000,40,32767,32767,32767,32767,32767
2600000,40,32767,32767,32767,32767,32767
2604000,40,32767,32767,32767,40,32767
2608000,40,32767,32767,40,32767,32767
2612000,40,32767,32767,32767,32767,32767
2616000,40,32767,32767,32767,32767,32767
2620000,40,32767,32767,32767,80,32767
2624000,40,32767,32767,32767,32767,32767
2628000,40,32767,32767,32767,32767,32767
2632000,40,32767,32767,32767,32767,32767
2636000,40,32767,32767,32767,32767,32767
2640000,40,32767,32767,32767,32767,32767
2644000,32767,32767,32767,32767,40,32767
2648000,40,32767,32767,32767,32767,32767
2652000,40,32767,32767,32767,32767,32767
2656000,40,32767,32767,80,32767,32767
2660000,40,32767,32767,32767,32767,32767
2664000,40,32767,32767,32767,40,32767
2668000,40,32767,32767,32767,32767,32767
2672000,40,32767,32767,32767,32767,32767
2676000,40,32767,32767,32767,32767,32767
2680000,40,32767,32767,32767,80,32767
2684000,40,32767,32767,32767,32767,32767
2688000,40,32767,32767,32767,32767,32767
2692000,40,32767,32767,32767,32767,32767
2696000,40,32767,32767,32767,32767,32767
2700000,40,32767,32767,32767,80,32767
2704000,40,32767,32767,32767,32767,32767
2708000,40,32767,32767,80,32767,32767
2712000,40,32767,32767,32767,32767,32767
2716000,40,32767,32767,32767,32767,32767
2720000,40,32767,32767,32767,32767,32767
2724000,40,32767,32767,32767,40,32767
2728000,40,32767,32767,32767,32767,32767
2732000,40,32767,32767,32767,32767,32767
2736000,40,32767,32767,32767,32767,32767
2740000,40,32767,32767,32767,80,32767
2744000,40,32767,32767,32767,32767,32767
2748000,32767,32767,32767,32767,32767,32767
2752000,40,32767,32767,32767,32767,32767
2756000,40,32767,32767,32767,32767,32767
2760000,40,32767,32767,32767,32767,32767
2764000,40,32767,32767,40,40,32767
2768000,40,32767,32767,32767,32767,32767
2772000,40,32767,32767,32767,32767,32767
2776000,40,32767,32767,32767,32767,32767
2780000,40,32767,32767,32767,32767,32767
2784000,40,32767,32767,32767,40,32767
2788000,32767,32767,32767,32767,32767,32767
2792000,0,32767,32767,32767,32767,32767
2796000,80,32767,32767,32767,32767,32767
2800000,32767,32767,32767,32767,32767,32767
2804000,40,32767,32767,32767,40,32767
2808000,40,32767,32767,32767,32767,32767
2812000,40,32767,32767,32767,32767,32767
2816000,32767,32767,32767,40,32767,32767
2820000,40,32767,32767,32767,32767,32767
2824000,40,32767,32767,32767,40,32767
2828000,40,32767,32767,32767,32767,32767
2840000,-40,32767,32767,32767,32767,32767
2844000,-40,32767,32767,32767,32767,32767
2848000,-40,32767,32767,32767,32767,32767
2852000,-40,32767,32767,32767,-40,32767
2856000,-40,32767,32767,32767,32767,32767
2860000,-40,32767,32767,32767,32767,32767
2864000,-40,32767,32767,32767,32767,32767
2868000,-40,32767,32767,32767,0,32767
2872000,-40,32767,32767,32767,32767,32767
2876000,-40,32767,32767,-40,32767,32767
2880000,-40,32767,32767,32767,32767,32767
2884000,-40,32767,32767,32767,32767,32767
2888000,-40,32767,32767,32767,32767,32767
2892000,-40,32767,32767,32767,-40,32767
2896000,-40,32767,32767,32767,32767,32767
2900000,-40,32767,32767,32767,32767,32767
2904000,32767,32767,32767,32767,32767,32767
2908000,-40,32767,32767,32767,0,32767
2912000,-40,32767,32767,32767,32767,32767
2916000,-40,32767,32767,32767,32767,32767
2920000,-40,32767,32767,32767,32767,32767
2924000,-40,32767,32767,32767,32767,32767
2928000,-40,32767,32767,-40,32767,32767
2932000,32767,32767,32767,32767,-40,32767
2936000,-40,32767,32767,32767,32767,32767
2940000,-40,32767,32767,32767,32767,32767
2944000,-40,32767,32767,32767,32767,32767
2948000,-40,32767,32767,32767,0,32767
2952000,0,32767,32767,32767,32767,32767
2956000,32767,32767,32767,32767,32767,32767
2960000,-40,32767,32767,32767,32767,32767
2964000,-40,32767,32767,32767,32767,32767
2968000,-40,32767,32767,32767,32767,32767
2972000,-40,32767,32767,32767,-40,32767
2976000,-40,32767,32767,32767,32767,32767
2980000,-40,32767,32767,-40,32767,32767
2984000,-40,32767,32767,32767,32767,32767
2988000,-40,32767,32767,32767,32767,32767
2992000,-40,32767,32767,32767,-40,32767
2996000,-40,32767,32767,32767,32767,32767
3000000,-40,32767,32767,32767,32767,32767
3004000,-40,32767,32767,32767,32767,32767
3008000,-40,32767,32767,32767,32767,32767
3012000,32767,32767,32767,32767,-40,32767
3016000,-40,32767,32767,32767,32767,32767
3020000,-40,32767,32767,32767,32767,32767
3024000,-40,32767,32767,32767,32767,32767
3028000,-40,32767,32767,0,0,32767
3032000,-40,32767,32767,32767,32767,32767
3036000,-40,32767,32767,32767,32767,32767
3040000,-40,32767,32767,32767,32767,32767
3044000,-40,32767,32767,32767,32767,32767
3048000,-40,32767,32767,32767,0,32767
3052000,-40,32767,32767,32767,32767,32767
3056000,-40,32767,32767,32767,32767,32767
3060000,-40,32767,32767,32767,32767,32767
3064000,-40,32767,32767,32767,32767,32767
3068000,-40,32767,32767,32767,0,32767
3072000,-40,32767,32767,32767,32767,32767
3076000,-40,32767,32767,32767,32767,32767
3080000,-40,32767,32767,0,32767,32767
3084000,-40,32767,32767,32767,32767,32767
3088000,-40,32767,32767,32767,32767,32767
3092000,-40,32767,32767,32767,-40,32767
3096000,-40,32767,32767,32767,32767,32767
3100000,-40,32767,32767,32767,32767,32767
3104000,-40,32767,32767,32767,32767,32767
3108000,-40,32767,32767,32767,0,32767
3112000,-40,32767,32767,32767,32767,32767
3116000,-40,32767,32767,32767,32767,32767
3120000,-40,32767,32767,32767,32767,32767
3124000,-40,32767,32767,32767,32767,32767
3128000,-40,32767,32767,32767,32767,32767
3132000,32767,32767,32767,0,-40,32767
3136000,-40,32767,32767,32767,32767,32767
3140000,-40,32767,32767,32767,32767,32767
3144000,-40,32767,32767,32767,32767,32767
3148000,-40,32767,32767,32767,0,32767
3149000,-10,32767,32767,32767,32767,32767
3152000,-30,32767,32767,32767,32767,32767
3156000,-40,32767,32767,32767,32767,32767
3160000,-40,32767,32767,32767,32767,32767
3164000,-40,32767,32767,32767,32767,32767
3165000,-10,32767,32767,32767,32767,32767
3168000,-30,32767,32767,32767,0,32767
3172000,-40,32767,32767,32767,32767,32767
3176000,-40,32767,32767,32767,32767,32767
3180000,-40,32767,32767,32767,32767,32767
3181000,0,32767,32767,30,32767,32767
3184000,0,32767,32767,32767,32767,32767
3188000,32767,32767,32767,32767,0,32767
3192000,0,32767,32767,32767,32767,32767
3196000,10,32767,32767,32767,32767,32767
3197000,32767,32767,32767,32767,32767,32767
3200000,0,32767,32767,32767,32767,32767
3204000,0,32767,32767,32767,40,32767
3208000,0,32767,32767,32767,32767,32767
3212000,0,32767,32767,32767,32767,32767
3213000,0,32767,32767,32767,32767,32767
3216000,0,32767,32767,32767,32767,32767
